COUNT;Valore;Valore;Valore;Valore;Valore;Valore;;;;;;;;
5;17,33865741;15,61516204;15,65729167;13,95260718;14,10381944;15,05383721;;;;;;;;
1;15,61516204;15,65729167;13,95260718;14,10381944;15,05383721;16,30914352;;;;;;;;
4;15,65729167;13,95260718;14,10381944;15,05383721;16,30914352;16,884375;;;;;;;;
3;13,95260718;14,10381944;15,05383721;16,30914352;16,884375;16,08611111;;;;;;;;
9;14,10381944;15,05383721;16,30914352;16,884375;16,08611111;17,16894554;;;;;;;;
4;15,05383721;16,30914352;16,884375;16,08611111;17,16894554;18,46863426;;;;;;;;
2;16,30914352;16,884375;16,08611111;17,16894554;18,46863426;17,36828704;;;;;;;;
4;16,884375;16,08611111;17,16894554;18,46863426;17,36828704;16,74837963;;;;;;;;
4;16,08611111;17,16894554;18,46863426;17,36828704;16,74837963;16,54108796;;;;;;;;
6;17,16894554;18,46863426;17,36828704;16,74837963;16,54108796;16,63387471;;;;;;;;
3;18,46863426;17,36828704;16,74837963;16,54108796;16,63387471;14,14825581;;;;;;;;
8;17,36828704;16,74837963;16,54108796;16,63387471;14,14825581;14,71284722;;;;;;;;
6;16,74837963;16,54108796;16,63387471;14,14825581;14,71284722;12,90613426;;;;;;;;
7;16,54108796;16,63387471;14,14825581;14,71284722;12,90613426;11,39791667;;;;;;;;
5;16,63387471;14,14825581;14,71284722;12,90613426;11,39791667;11,30162037;;;;;;;;
5;14,14825581;14,71284722;12,90613426;11,39791667;11,30162037;11,73576389;;;;;;;;
2;14,71284722;12,90613426;11,39791667;11,30162037;11,73576389;12,28041958;;;;;;;;
2;12,90613426;11,39791667;11,30162037;11,73576389;12,28041958;12,65891204;;;;;;;;
3;11,39791667;11,30162037;11,73576389;12,28041958;12,65891204;11,60787037;;;;;;;;
7;11,30162037;11,73576389;12,28041958;12,65891204;11,60787037;11,25844907;;;;;;;;
1;11,73576389;12,28041958;12,65891204;11,60787037;11,25844907;12,33472222;;;;;;;;
4;12,28041958;12,65891204;11,60787037;11,25844907;12,33472222;12,5625;;;;;;;;
3;12,65891204;11,60787037;11,25844907;12,33472222;12,5625;13,28020833;;;;;;;;
6;11,60787037;11,25844907;12,33472222;12,5625;13,28020833;11,965625;;;;;;;;
2;11,25844907;12,33472222;12,5625;13,28020833;11,965625;10,94704519;;;;;;;;
2;12,33472222;12,5625;13,28020833;11,965625;10,94704519;11,94097222;;;;;;;;
1;12,5625;13,28020833;11,965625;10,94704519;11,94097222;12,73958333;;;;;;;;
6;13,28020833;11,965625;10,94704519;11,94097222;12,73958333;14,08541667;;;;;;;;
5;11,965625;10,94704519;11,94097222;12,73958333;14,08541667;13,33587963;;;;;;;;
5;10,94704519;11,94097222;12,73958333;14,08541667;13,33587963;12,25005794;;;;;;;;
4;11,94097222;12,73958333;14,08541667;13,33587963;12,25005794;11,31782407;;;;;;;;
2;12,73958333;14,08541667;13,33587963;12,25005794;11,31782407;10,19872685;;;;;;;;
7;14,08541667;13,33587963;12,25005794;11,31782407;10,19872685;12,46435185;;;;;;;;
6;13,33587963;12,25005794;11,31782407;10,19872685;12,46435185;12,68113426;;;;;;;;
4;12,25005794;11,31782407;10,19872685;12,46435185;12,68113426;13,44293981;;;;;;;;
3;11,31782407;10,19872685;12,46435185;12,68113426;13,44293981;13,62453704;;;;;;;;
4;10,19872685;12,46435185;12,68113426;13,44293981;13,62453704;14,0369213;;;;;;;;
3;12,46435185;12,68113426;13,44293981;13,62453704;14,0369213;13,96064815;;;;;;;;
7;12,68113426;13,44293981;13,62453704;14,0369213;13,96064815;14,00601852;;;;;;;;
2;13,44293981;13,62453704;14,0369213;13,96064815;14,00601852;13,66331019;;;;;;;;
3;13,62453704;14,0369213;13,96064815;14,00601852;13,66331019;12,72534722;;;;;;;;
5;14,0369213;13,96064815;14,00601852;13,66331019;12,72534722;11,91574074;;;;;;;;
5;13,96064815;14,00601852;13,66331019;12,72534722;11,91574074;9,98599537;;;;;;;;
7;14,00601852;13,66331019;12,72534722;11,91574074;9,98599537;9,947856315;;;;;;;;
1;13,66331019;12,72534722;11,91574074;9,98599537;9,947856315;9,366087963;;;;;;;;
2;12,72534722;11,91574074;9,98599537;9,947856315;9,366087963;9,055092593;;;;;;;;
8;11,91574074;9,98599537;9,947856315;9,366087963;9,055092593;8,93912037;;;;;;;;
3;9,98599537;9,947856315;9,366087963;9,055092593;8,93912037;10,72939815;;;;;;;;
6;9,947856315;9,366087963;9,055092593;8,93912037;10,72939815;11,55069444;;;;;;;;
10;9,366087963;9,055092593;8,93912037;10,72939815;11,55069444;10,10729167;;;;;;;;
2;9,055092593;8,93912037;10,72939815;11,55069444;10,10729167;7,953125;;;;;;;;
2;8,93912037;10,72939815;11,55069444;10,10729167;7,953125;5,603356481;;;;;;;;
6;10,72939815;11,55069444;10,10729167;7,953125;5,603356481;4,843055556;;;;;;;;
8;11,55069444;10,10729167;7,953125;5,603356481;4,843055556;4,071180556;;;;;;;;
3;10,10729167;7,953125;5,603356481;4,843055556;4,071180556;4,303125;;;;;;;;
6;7,953125;5,603356481;4,843055556;4,071180556;4,303125;5,381597222;;;;;;;;
3;5,603356481;4,843055556;4,071180556;4,303125;5,381597222;3,656892523;;;;;;;;
0;4,843055556;4,071180556;4,303125;5,381597222;3,656892523;4,36801854;;;;;;;;
3;4,071180556;4,303125;5,381597222;3,656892523;4,36801854;6,992708333;;;;;;;;
3;4,303125;5,381597222;3,656892523;4,36801854;6,992708333;7,373117034;;;;;;;;
7;5,381597222;3,656892523;4,36801854;6,992708333;7,373117034;6,054461182;;;;;;;;
8;3,656892523;4,36801854;6,992708333;7,373117034;6,054461182;4,815046296;;;;;;;;
4;4,36801854;6,992708333;7,373117034;6,054461182;4,815046296;3,681018519;;;;;;;;
5;6,992708333;7,373117034;6,054461182;4,815046296;3,681018519;6,355671296;;;;;;;;
3;7,373117034;6,054461182;4,815046296;3,681018519;6,355671296;6,329282407;;;;;;;;
9;6,054461182;4,815046296;3,681018519;6,355671296;6,329282407;6,861226852;;;;;;;;
3;4,815046296;3,681018519;6,355671296;6,329282407;6,861226852;6,775058275;;;;;;;;
3;3,681018519;6,355671296;6,329282407;6,861226852;6,775058275;5,641435185;;;;;;;;
4;6,355671296;6,329282407;6,861226852;6,775058275;5,641435185;3,974421296;;;;;;;;
5;6,329282407;6,861226852;6,775058275;5,641435185;3,974421296;3,083680556;;;;;;;;
6;6,861226852;6,775058275;5,641435185;3,974421296;3,083680556;4,928472222;;;;;;;;
3;6,775058275;5,641435185;3,974421296;3,083680556;4,928472222;6,88912037;;;;;;;;
10;5,641435185;3,974421296;3,083680556;4,928472222;6,88912037;6,624387398;;;;;;;;
1;3,974421296;3,083680556;4,928472222;6,88912037;6,624387398;7,068366165;;;;;;;;
3;3,083680556;4,928472222;6,88912037;6,624387398;7,068366165;8,203944316;;;;;;;;
1;4,928472222;6,88912037;6,624387398;7,068366165;8,203944316;7,31087963;;;;;;;;
2;6,88912037;6,624387398;7,068366165;8,203944316;7,31087963;6,850697674;;;;;;;;
3;6,624387398;7,068366165;8,203944316;7,31087963;6,850697674;7,293131548;;;;;;;;
3;7,068366165;8,203944316;7,31087963;6,850697674;7,293131548;7,529282407;;;;;;;;
7;8,203944316;7,31087963;6,850697674;7,293131548;7,529282407;7,964542294;;;;;;;;
5;7,31087963;6,850697674;7,293131548;7,529282407;7,964542294;8,52962963;;;;;;;;
4;6,850697674;7,293131548;7,529282407;7,964542294;8,52962963;8,26778679;;;;;;;;
3;7,293131548;7,529282407;7,964542294;8,52962963;8,26778679;7,508343266;;;;;;;;
3;7,529282407;7,964542294;8,52962963;8,26778679;7,508343266;6,333449074;;;;;;;;
6;7,964542294;8,52962963;8,26778679;7,508343266;6,333449074;4,338470452;;;;;;;;
2;8,52962963;8,26778679;7,508343266;6,333449074;4,338470452;2,684259259;;;;;;;;
5;8,26778679;7,508343266;6,333449074;4,338470452;2,684259259;2,161805556;;;;;;;;
2;7,508343266;6,333449074;4,338470452;2,684259259;2,161805556;2,834375;;;;;;;;
6;6,333449074;4,338470452;2,684259259;2,161805556;2,834375;6,822685185;;;;;;;;
4;4,338470452;2,684259259;2,161805556;2,834375;6,822685185;5,050637312;;;;;;;;
3;2,684259259;2,161805556;2,834375;6,822685185;5,050637312;2,474971031;;;;;;;;
8;2,161805556;2,834375;6,822685185;5,050637312;2,474971031;1,634953704;;;;;;;;
8;2,834375;6,822685185;5,050637312;2,474971031;1,634953704;1,711587486;;;;;;;;
5;6,822685185;5,050637312;2,474971031;1,634953704;1,711587486;2,037731481;;;;;;;;
6;5,050637312;2,474971031;1,634953704;1,711587486;2,037731481;3,413773148;;;;;;;;
3;2,474971031;1,634953704;1,711587486;2,037731481;3,413773148;4,957291667;;;;;;;;
5;1,634953704;1,711587486;2,037731481;3,413773148;4,957291667;3,455659277;;;;;;;;
3;1,711587486;2,037731481;3,413773148;4,957291667;3,455659277;3,422389791;;;;;;;;
1;2,037731481;3,413773148;4,957291667;3,455659277;3,422389791;4,665121669;;;;;;;;
6;3,413773148;4,957291667;3,455659277;3,422389791;4,665121669;5,336890951;;;;;;;;
4;4,957291667;3,455659277;3,422389791;4,665121669;5,336890951;6,635110081;;;;;;;;
4;3,455659277;3,422389791;4,665121669;5,336890951;6,635110081;6,697685185;;;;;;;;
3;3,422389791;4,665121669;5,336890951;6,635110081;6,697685185;7,880439815;;;;;;;;
4;4,665121669;5,336890951;6,635110081;6,697685185;7,880439815;3,727777778;;;;;;;;
7;5,336890951;6,635110081;6,697685185;7,880439815;3,727777778;5,237962963;;;;;;;;
3;6,635110081;6,697685185;7,880439815;3,727777778;5,237962963;5,771180556;;;;;;;;
3;6,697685185;7,880439815;3,727777778;5,237962963;5,771180556;5,480092593;;;;;;;;
8;7,880439815;3,727777778;5,237962963;5,771180556;5,480092593;1,786458333;;;;;;;;
2;3,727777778;5,237962963;5,771180556;5,480092593;1,786458333;0,722453704;;;;;;;;
2;5,237962963;5,771180556;5,480092593;1,786458333;0,722453704;1,050462963;;;;;;;;
5;5,771180556;5,480092593;1,786458333;0,722453704;1,050462963;1,12974537;;;;;;;;
4;5,480092593;1,786458333;0,722453704;1,050462963;1,12974537;1,925115741;;;;;;;;
3;1,786458333;0,722453704;1,050462963;1,12974537;1,925115741;3,42014218;;;;;;;;
1;0,722453704;1,050462963;1,12974537;1,925115741;3,42014218;3,810532407;;;;;;;;
9;1,050462963;1,12974537;1,925115741;3,42014218;3,810532407;6,215197216;;;;;;;;
2;1,12974537;1,925115741;3,42014218;3,810532407;6,215197216;8,207291667;;;;;;;;
1;1,925115741;3,42014218;3,810532407;6,215197216;8,207291667;8,325115741;;;;;;;;
5;3,42014218;3,810532407;6,215197216;8,207291667;8,325115741;9,843786295;;;;;;;;
7;3,810532407;6,215197216;8,207291667;8,325115741;9,843786295;10,71969873;;;;;;;;
9;6,215197216;8,207291667;8,325115741;9,843786295;10,71969873;8,545486111;;;;;;;;
14;8,207291667;8,325115741;9,843786295;10,71969873;8,545486111;8,982039397;;;;;;;;
14;8,325115741;9,843786295;10,71969873;8,545486111;8,982039397;6,672769409;;;;;;;;
6;9,843786295;10,71969873;8,545486111;8,982039397;6,672769409;8,14375;;;;;;;;
12;10,71969873;8,545486111;8,982039397;6,672769409;8,14375;8,775174014;;;;;;;;
11;8,545486111;8,982039397;6,672769409;8,14375;8,775174014;9,069444444;;;;;;;;
9;8,982039397;6,672769409;8,14375;8,775174014;9,069444444;7,161078546;;;;;;;;
4;6,672769409;8,14375;8,775174014;9,069444444;7,161078546;5,844212963;;;;;;;;
2;8,14375;8,775174014;9,069444444;7,161078546;5,844212963;5,912962963;;;;;;;;
2;8,775174014;9,069444444;7,161078546;5,844212963;5,912962963;7,469097222;;;;;;;;
5;9,069444444;7,161078546;5,844212963;5,912962963;7,469097222;8,527569528;;;;;;;;
1;7,161078546;5,844212963;5,912962963;7,469097222;8,527569528;8,732291667;;;;;;;;
5;5,844212963;5,912962963;7,469097222;8,527569528;8,732291667;6,194663573;;;;;;;;
6;5,912962963;7,469097222;8,527569528;8,732291667;6,194663573;5,41875;;;;;;;;
4;7,469097222;8,527569528;8,732291667;6,194663573;5,41875;4,406828704;;;;;;;;
2;8,527569528;8,732291667;6,194663573;5,41875;4,406828704;5,256365741;;;;;;;;
6;8,732291667;6,194663573;5,41875;4,406828704;5,256365741;7,655324074;;;;;;;;
7;6,194663573;5,41875;4,406828704;5,256365741;7,655324074;7,614849188;;;;;;;;
2;5,41875;4,406828704;5,256365741;7,655324074;7,614849188;5,892111369;;;;;;;;
2;4,406828704;5,256365741;7,655324074;7,614849188;5,892111369;7,072800926;;;;;;;;
3;5,256365741;7,655324074;7,614849188;5,892111369;7,072800926;8,551388889;;;;;;;;
4;7,655324074;7,614849188;5,892111369;7,072800926;8,551388889;8,27037037;;;;;;;;
7;7,614849188;5,892111369;7,072800926;8,551388889;8,27037037;10,09421296;;;;;;;;
3;5,892111369;7,072800926;8,551388889;8,27037037;10,09421296;9,805439815;;;;;;;;
4;7,072800926;8,551388889;8,27037037;10,09421296;9,805439815;10,18981481;;;;;;;;
2;8,551388889;8,27037037;10,09421296;9,805439815;10,18981481;9,214467593;;;;;;;;
4;8,27037037;10,09421296;9,805439815;10,18981481;9,214467593;7,904861111;;;;;;;;
2;10,09421296;9,805439815;10,18981481;9,214467593;7,904861111;5,869560185;;;;;;;;
6;9,805439815;10,18981481;9,214467593;7,904861111;5,869560185;5,297685185;;;;;;;;
1;10,18981481;9,214467593;7,904861111;5,869560185;5,297685185;6,985069444;;;;;;;;
2;9,214467593;7,904861111;5,869560185;5,297685185;6,985069444;9,555208333;;;;;;;;
6;7,904861111;5,869560185;5,297685185;6,985069444;9,555208333;10,14855156;;;;;;;;
4;5,869560185;5,297685185;6,985069444;9,555208333;10,14855156;10,25439815;;;;;;;;
2;5,297685185;6,985069444;9,555208333;10,14855156;10,25439815;10,36087963;;;;;;;;
5;6,985069444;9,555208333;10,14855156;10,25439815;10,36087963;7,497337963;;;;;;;;
2;9,555208333;10,14855156;10,25439815;10,36087963;7,497337963;4,698958333;;;;;;;;
2;10,14855156;10,25439815;10,36087963;7,497337963;4,698958333;3,723032407;;;;;;;;
6;10,25439815;10,36087963;7,497337963;4,698958333;3,723032407;5,344675926;;;;;;;;
3;10,36087963;7,497337963;4,698958333;3,723032407;5,344675926;5,764814815;;;;;;;;
6;7,497337963;4,698958333;3,723032407;5,344675926;5,764814815;6,872800926;;;;;;;;
5;4,698958333;3,723032407;5,344675926;5,764814815;6,872800926;9,580648899;;;;;;;;
3;3,723032407;5,344675926;5,764814815;6,872800926;9,580648899;10,02387022;;;;;;;;
5;5,344675926;5,764814815;6,872800926;9,580648899;10,02387022;12,15330243;;;;;;;;
3;5,764814815;6,872800926;9,580648899;10,02387022;12,15330243;11,11851852;;;;;;;;
5;6,872800926;9,580648899;10,02387022;12,15330243;11,11851852;10,71875;;;;;;;;
7;9,580648899;10,02387022;12,15330243;11,11851852;10,71875;9,488310185;;;;;;;;
10;10,02387022;12,15330243;11,11851852;10,71875;9,488310185;7,020745921;;;;;;;;
3;12,15330243;11,11851852;10,71875;9,488310185;7,020745921;9,894431555;;;;;;;;
4;11,11851852;10,71875;9,488310185;7,020745921;9,894431555;10,56597222;;;;;;;;
7;10,71875;9,488310185;7,020745921;9,894431555;10,56597222;12,31400463;;;;;;;;
3;9,488310185;7,020745921;9,894431555;10,56597222;12,31400463;12,30833333;;;;;;;;
1;7,020745921;9,894431555;10,56597222;12,31400463;12,30833333;12,6556713;;;;;;;;
1;9,894431555;10,56597222;12,31400463;12,30833333;12,6556713;12,33453071;;;;;;;;
6;10,56597222;12,31400463;12,30833333;12,6556713;12,33453071;11,24403244;;;;;;;;
4;12,31400463;12,30833333;12,6556713;12,33453071;11,24403244;11,190625;;;;;;;;
4;12,30833333;12,6556713;12,33453071;11,24403244;11,190625;11,6744213;;;;;;;;
1;12,6556713;12,33453071;11,24403244;11,190625;11,6744213;11,98344907;;;;;;;;
2;12,33453071;11,24403244;11,190625;11,6744213;11,98344907;12,44814815;;;;;;;;
6;11,24403244;11,190625;11,6744213;11,98344907;12,44814815;10,98576389;;;;;;;;
2;11,190625;11,6744213;11,98344907;12,44814815;10,98576389;14,49965278;;;;;;;;
2;11,6744213;11,98344907;12,44814815;10,98576389;14,49965278;14,29189815;;;;;;;;
1;11,98344907;12,44814815;10,98576389;14,49965278;14,29189815;15,29247685;;;;;;;;
5;12,44814815;10,98576389;14,49965278;14,29189815;15,29247685;14,51067285;;;;;;;;
5;10,98576389;14,49965278;14,29189815;15,29247685;14,51067285;15,57520278;;;;;;;;
6;14,49965278;14,29189815;15,29247685;14,51067285;15,57520278;16,49039352;;;;;;;;
1;14,29189815;15,29247685;14,51067285;15,57520278;16,49039352;14,88634259;;;;;;;;
4;15,29247685;14,51067285;15,57520278;16,49039352;14,88634259;14,17578216;;;;;;;;
7;14,51067285;15,57520278;16,49039352;14,88634259;14,17578216;16,83402778;;;;;;;;
6;15,57520278;16,49039352;14,88634259;14,17578216;16,83402778;17,20324074;;;;;;;;
8;16,49039352;14,88634259;14,17578216;16,83402778;17,20324074;15,61122685;;;;;;;;
5;14,88634259;14,17578216;16,83402778;17,20324074;15,61122685;14,89791667;;;;;;;;
5;14,17578216;16,83402778;17,20324074;15,61122685;14,89791667;15,56851852;;;;;;;;
3;16,83402778;17,20324074;15,61122685;14,89791667;15,56851852;15,89201389;;;;;;;;
3;17,20324074;15,61122685;14,89791667;15,56851852;15,89201389;16,33680556;;;;;;;;
4;15,61122685;14,89791667;15,56851852;15,89201389;16,33680556;15,81041667;;;;;;;;
4;14,89791667;15,56851852;15,89201389;16,33680556;15,81041667;16,82268519;;;;;;;;
3;15,56851852;15,89201389;16,33680556;15,81041667;16,82268519;16,09188876;;;;;;;;
6;15,89201389;16,33680556;15,81041667;16,82268519;16,09188876;16,89733796;;;;;;;;
5;16,33680556;15,81041667;16,82268519;16,09188876;16,89733796;16,65405093;;;;;;;;
4;15,81041667;16,82268519;16,09188876;16,89733796;16,65405093;16,77705678;;;;;;;;
0;16,82268519;16,09188876;16,89733796;16,65405093;16,77705678;16,01076389;;;;;;;;
2;16,09188876;16,89733796;16,65405093;16,77705678;16,01076389;16,89039352;;;;;;;;
0;16,89733796;16,65405093;16,77705678;16,01076389;16,89039352;17,34259259;;;;;;;;
6;16,65405093;16,77705678;16,01076389;16,89039352;17,34259259;17,88796296;;;;;;;;
5;16,77705678;16,01076389;16,89039352;17,34259259;17,88796296;16,04247685;;;;;;;;
4;16,01076389;16,89039352;17,34259259;17,88796296;16,04247685;14,22190035;;;;;;;;
5;16,89039352;17,34259259;17,88796296;16,04247685;14,22190035;11,99571263;;;;;;;;
4;17,34259259;17,88796296;16,04247685;14,22190035;11,99571263;12,2318287;;;;;;;;
4;17,88796296;16,04247685;14,22190035;11,99571263;12,2318287;13,25497685;;;;;;;;
4;16,04247685;14,22190035;11,99571263;12,2318287;13,25497685;12,24085648;;;;;;;;
5;14,22190035;11,99571263;12,2318287;13,25497685;12,24085648;14,27847222;;;;;;;;
2;11,99571263;12,2318287;13,25497685;12,24085648;14,27847222;15,52013889;;;;;;;;
4;12,2318287;13,25497685;12,24085648;14,27847222;15,52013889;10,42345238;;;;;;;;
9;13,25497685;12,24085648;14,27847222;15,52013889;10,42345238;14,24421931;;;;;;;;
5;12,24085648;14,27847222;15,52013889;10,42345238;14,24421931;17,88675958;;;;;;;;
5;14,27847222;15,52013889;10,42345238;14,24421931;17,88675958;18,57905093;;;;;;;;
4;15,52013889;10,42345238;14,24421931;17,88675958;18,57905093;16,6306713;;;;;;;;
0;10,42345238;14,24421931;17,88675958;18,57905093;16,6306713;18,02951389;;;;;;;;
1;14,24421931;17,88675958;18,57905093;16,6306713;18,02951389;18,50133333;;;;;;;;
2;17,88675958;18,57905093;16,6306713;18,02951389;18,50133333;18,87175926;;;;;;;;
4;18,57905093;16,6306713;18,02951389;18,50133333;18,87175926;15,5645933;;;;;;;;
7;16,6306713;18,02951389;18,50133333;18,87175926;15,5645933;15,60671296;;;;;;;;
3;18,02951389;18,50133333;18,87175926;15,5645933;15,60671296;14,58910776;;;;;;;;
5;18,50133333;18,87175926;15,5645933;15,60671296;14,58910776;14,41306884;;;;;;;;
6;18,87175926;15,5645933;15,60671296;14,58910776;14,41306884;15,46064815;;;;;;;;
4;15,5645933;15,60671296;14,58910776;14,41306884;15,46064815;17,80208333;;;;;;;;
4;15,60671296;14,58910776;14,41306884;15,46064815;17,80208333;17,74618056;;;;;;;;
6;14,58910776;14,41306884;15,46064815;17,80208333;17,74618056;15,17673611;;;;;;;;
5;14,41306884;15,46064815;17,80208333;17,74618056;15,17673611;16,5727907;;;;;;;;
3;15,46064815;17,80208333;17,74618056;15,17673611;16,5727907;17,50904872;;;;;;;;
7;17,80208333;17,74618056;15,17673611;16,5727907;17,50904872;12,80891204;;;;;;;;
3;17,74618056;15,17673611;16,5727907;17,50904872;12,80891204;17,5116144;;;;;;;;
6;15,17673611;16,5727907;17,50904872;12,80891204;17,5116144;20,67847222;;;;;;;;
6;16,5727907;17,50904872;12,80891204;17,5116144;20,67847222;21,61053241;;;;;;;;
9;17,50904872;12,80891204;17,5116144;20,67847222;21,61053241;16,67002315;;;;;;;;
2;12,80891204;17,5116144;20,67847222;21,61053241;16,67002315;19,04895833;;;;;;;;
3;17,5116144;20,67847222;21,61053241;16,67002315;19,04895833;19,06724537;;;;;;;;
8;20,67847222;21,61053241;16,67002315;19,04895833;19,06724537;21,08317865;;;;;;;;
5;21,61053241;16,67002315;19,04895833;19,06724537;21,08317865;23,00416667;;;;;;;;
4;16,67002315;19,04895833;19,06724537;21,08317865;23,00416667;24,0255787;;;;;;;;
12;19,04895833;19,06724537;21,08317865;23,00416667;24,0255787;17,71042874;;;;;;;;
2;19,06724537;21,08317865;23,00416667;24,0255787;17,71042874;16,31157407;;;;;;;;
3;21,08317865;23,00416667;24,0255787;17,71042874;16,31157407;17,01886574;;;;;;;;
4;23,00416667;24,0255787;17,71042874;16,31157407;17,01886574;17,51274623;;;;;;;;
9;24,0255787;17,71042874;16,31157407;17,01886574;17,51274623;17,98171296;;;;;;;;
2;17,71042874;16,31157407;17,01886574;17,51274623;17,98171296;18,83981481;;;;;;;;
0;16,31157407;17,01886574;17,51274623;17,98171296;18,83981481;18,5443287;;;;;;;;
2;17,01886574;17,51274623;17,98171296;18,83981481;18,5443287;19,49780093;;;;;;;;
9;17,51274623;17,98171296;18,83981481;18,5443287;19,49780093;21,58472222;;;;;;;;
2;17,98171296;18,83981481;18,5443287;19,49780093;21,58472222;22,65416667;;;;;;;;
6;18,83981481;18,5443287;19,49780093;21,58472222;22,65416667;21,46435185;;;;;;;;
5;18,5443287;19,49780093;21,58472222;22,65416667;21,46435185;18,88043981;;;;;;;;
5;19,49780093;21,58472222;22,65416667;21,46435185;18,88043981;20,88422274;;;;;;;;
5;21,58472222;22,65416667;21,46435185;18,88043981;20,88422274;20,17766204;;;;;;;;
6;22,65416667;21,46435185;18,88043981;20,88422274;20,17766204;20,42037037;;;;;;;;
1;21,46435185;18,88043981;20,88422274;20,17766204;20,42037037;22,07013889;;;;;;;;
4;18,88043981;20,88422274;20,17766204;20,42037037;22,07013889;19,8495338;;;;;;;;
6;20,88422274;20,17766204;20,42037037;22,07013889;19,8495338;19,12920046;;;;;;;;
5;20,17766204;20,42037037;22,07013889;19,8495338;19,12920046;19,78308227;;;;;;;;
5;20,42037037;22,07013889;19,8495338;19,12920046;19,78308227;20,45735805;;;;;;;;
3;22,07013889;19,8495338;19,12920046;19,78308227;20,45735805;19,47265353;;;;;;;;
1;19,8495338;19,12920046;19,78308227;20,45735805;19,47265353;18,87615741;;;;;;;;
4;19,12920046;19,78308227;20,45735805;19,47265353;18,87615741;22,00810185;;;;;;;;
3;19,78308227;20,45735805;19,47265353;18,87615741;22,00810185;24,37804878;;;;;;;;
5;20,45735805;19,47265353;18,87615741;22,00810185;24,37804878;25,95816918;;;;;;;;
3;19,47265353;18,87615741;22,00810185;24,37804878;25,95816918;27,68125;;;;;;;;
3;18,87615741;22,00810185;24,37804878;25,95816918;27,68125;28,77149479;;;;;;;;
4;22,00810185;24,37804878;25,95816918;27,68125;28,77149479;27,37222222;;;;;;;;
4;24,37804878;25,95816918;27,68125;28,77149479;27,37222222;25,09872538;;;;;;;;
6;25,95816918;27,68125;28,77149479;27,37222222;25,09872538;25,15677868;;;;;;;;
7;27,68125;28,77149479;27,37222222;25,09872538;25,15677868;25,21575898;;;;;;;;
4;28,77149479;27,37222222;25,09872538;25,15677868;25,21575898;26,36273148;;;;;;;;
